subject_label,image_outlier_percentage,contrast_name
518,0.46300163482536005,Q03_v_baseline
519,0.48289002120101987,Q03_v_baseline
524,1.4538410440607312,Q03_v_baseline
525,0.14876513008993528,Q03_v_baseline
526,1.004761279698333,Q03_v_baseline
541,0.2362740301428384,Q03_v_baseline
546,0.9088992573676528,Q03_v_baseline
548,0.1260923696216831,Q03_v_baseline
549,0.3627641674920347,Q03_v_baseline
553,1.0664152774628783,Q03_v_baseline
554,0.8591782914285032,Q03_v_baseline
555,0.93594746283855,Q03_v_baseline
556,0.25854902288357734,Q03_v_baseline
557,0.44788646117985864,Q03_v_baseline
558,0.07557586822750723,Q03_v_baseline
561,0.022274992740738974,Q03_v_baseline
567,1.2553549480316464,Q03_v_baseline
568,0.2716753578915128,Q03_v_baseline
570,0.6173355131004801,Q03_v_baseline
572,2.2903465750209824,Q03_v_baseline
573,2.456613485121498,Q03_v_baseline
574,0.6439859508438642,Q03_v_baseline
577,0.009944193187829898,Q03_v_baseline
579,0.9248099664681806,Q03_v_baseline
581,4.221111124370036,Q03_v_baseline
582,2.086689498534226,Q03_v_baseline
583,0.351228903394152,Q03_v_baseline
584,1.2458085225713298,Q03_v_baseline
585,0.33213605247351863,Q03_v_baseline
586,0.2816195510793427,Q03_v_baseline
587,1.1515375711507023,Q03_v_baseline
588,2.4331451891982194,Q03_v_baseline
589,0.07398479731745444,Q03_v_baseline
590,0.04972096593914949,Q03_v_baseline
591,0.12251246007406436,Q03_v_baseline
592,1.6614757978226196,Q03_v_baseline
593,1.6264722378014582,Q03_v_baseline
594,0.1077950541560761,Q03_v_baseline
595,1.0775527738332478,Q03_v_baseline
596,1.1559130161533475,Q03_v_baseline
597,0.7513832372724272,Q03_v_baseline
598,1.1260804365898578,Q03_v_baseline
601,0.8313345505025795,Q03_v_baseline
604,1.2645036057644499,Q03_v_baseline
605,1.6002195677855873,Q03_v_baseline
606,0.10023746733332538,Q03_v_baseline
607,1.8599618938517042,Q03_v_baseline
608,0.489254304841231,Q03_v_baseline
609,1.2414330775686846,Q03_v_baseline
610,0.16109592964284436,Q03_v_baseline
611,4.248954865295959,Q03_v_baseline
612,1.5310079831982912,Q03_v_baseline
613,0.7096176258835416,Q03_v_baseline
614,0.33770480065870334,Q03_v_baseline
616,0.21439680512961262,Q03_v_baseline
617,0.28798383471955386,Q03_v_baseline
619,0.07438256504496764,Q03_v_baseline
621,0.2935525829047386,Q03_v_baseline
622,0.08392899050528435,Q03_v_baseline
624,0.3202030206481227,Q03_v_baseline
626,0.11694371188887961,Q03_v_baseline
627,1.2088161239126025,Q03_v_baseline
628,0.37111728976981184,Q03_v_baseline
629,0.10938612506612888,Q03_v_baseline
631,0.09625979005819342,Q03_v_baseline
633,0.416065042978803,Q03_v_baseline
634,1.871497157949587,Q03_v_baseline
635,1.260525928489318,Q03_v_baseline
636,2.3130193354892343,Q03_v_baseline
637,0.16308476828041032,Q03_v_baseline
638,4.377831609010235,Q03_v_baseline
641,1.3492281317247607,Q03_v_baseline
642,0.08392899050528435,Q03_v_baseline
643,0.09904416415078579,Q03_v_baseline
645,0.862758200976122,Q03_v_baseline
646,0.3985632629682223,Q03_v_baseline
647,0.5242578648623922,Q03_v_baseline
648,0.10580621551851012,Q03_v_baseline
